conflict_id,cumulative_intensity,ep_end,ep_end_date,ep_end_prec,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,incompatibility,intensity_level,location,region,side_a,side_a_2nd,side_a_id,side_b,side_b_2nd,side_b_id,start_date,start_date2,start_prec,start_prec2,territory_name,type_of_conflict,version,year
259,1,0,,,645,,,,645,2,1,Iraq,2,Government of Iraq,,116,SCIRI,,231,1958-07-14,1991-04-24,1,1,,3,19.1,1991
259,1,0,,,645,,,,645,2,1,Iraq,2,Government of Iraq,,116,SCIRI,,231,1958-07-14,1991-04-24,1,1,,3,19.1,1992
259,1,0,,,645,,,,645,2,1,Iraq,2,Government of Iraq,,116,SCIRI,,231,1958-07-14,1991-04-24,1,1,,3,19.1,1993
259,1,0,,,645,,,,645,2,1,Iraq,2,Government of Iraq,,116,SCIRI,,231,1958-07-14,1991-04-24,1,1,,3,19.1,1994
259,1,0,,,645,,,,645,2,1,Iraq,2,Government of Iraq,,116,SCIRI,,231,1958-07-14,1991-04-24,1,1,,3,19.1,1995
259,1,1,1996-10-25,,645,,,,645,2,1,Iraq,2,Government of Iraq,,116,SCIRI,,231,1958-07-14,1991-04-24,1,1,,3,19.1,1996
259,1,0,,,645,"900, 92, 366, 200, 2",,,645,2,2,Iraq,2,Government of Iraq,"Government of Australia, Government of El Salvador, Government of Estonia, Government of United Kingdom, Government of United States of America",116,IS,,234,1958-07-14,2004-01-18,1,1,,4,19.1,2009
259,1,0,,,645,2,,,645,2,2,Iraq,2,Government of Iraq,Government of United States of America,116,IS,,234,1958-07-14,2004-01-18,1,1,,4,19.1,2010
259,1,0,,,645,2,,,645,2,1,Iraq,2,Government of Iraq,Government of United States of America,116,"Ansar al-Islam, IS",,"233, 234",1958-07-14,2004-01-18,1,1,,4,19.1,2011
259,1,0,,,645,,,,645,2,1,Iraq,2,Government of Iraq,,116,IS,,234,1958-07-14,2004-01-18,1,1,,3,19.1,2012
259,1,0,,,645,,,,645,2,2,Iraq,2,Government of Iraq,,116,IS,,234,1958-07-14,2004-01-18,1,1,,3,19.1,2013
259,1,0,,,645,"900, 692, 211, 20, 390, 220, 663, 210, 670, 696, 200, 2",,,645,2,2,Iraq,2,Government of Iraq,"Government of Australia, Government of Bahrain, Government of Belgium, Government of Canada, Government of Denmark, Government of France, Government of Jordan, Government of Netherlands, Government of Saudi Arabia, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",116,IS,,234,1958-07-14,2004-01-18,1,1,,4,19.1,2014
260,1,1,1958-07-31,,660,,,,660,2,2,Lebanon,2,Government of Lebanon,,119,Independent Nasserite Movement,,236,1958-05-15,1958-05-15,2,2,,3,19.1,1958
260,1,0,,,660,,,,660,2,1,Lebanon,2,Government of Lebanon,,119,NSF,,237,1958-05-15,1975-09-09,2,2,,3,19.1,1975
260,1,1,1976-10-21,,660,,,,660,2,2,Lebanon,2,Government of Lebanon,,119,"LAA, NSF",,"238, 237",1958-05-15,1975-09-09,2,2,,3,19.1,1976
260,1,0,,,660,,,,660,2,1,Lebanon,2,Government of Lebanon,,119,NSF,,237,1958-05-15,1982-09-01,2,2,,3,19.1,1982
259,1,0,,,645,"339, 900, 373, 355, 316, 390, 42, 92, 366, 372, 91, 325, 705, 367, 368, 343, 359, 712, 210, 93, 385, 840, 290, 235, 360, 317, 732, 230, 972, 369, 200, 2",,,645,2,2,Iraq,2,Government of Iraq,"Government of Albania, Government of Australia, Government of Azerbaijan, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of Dominican Republic, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Honduras, Government of Italy, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Macedonia, FYR, Government of Moldova, Government of Mongolia, Government of Netherlands, Government of Nicaragua, Government of Norway, Government of Philippines, Government of Poland, Government of Portugal, Government of Rumania, Government of Slovakia, Government of South Korea, Government of Spain, Government of Tonga, Government of Ukraine, Government of United Kingdom, Government of United States of America",116,"al-Mahdi Army, Ansar al-Islam, IS",,"5659, 233, 234",1958-07-14,2004-01-18,1,1,,4,19.1,2004
259,1,0,,,645,"339, 371, 900, 373, 346, 355, 316, 390, 92, 366, 372, 325, 705, 367, 368, 343, 359, 712, 210, 385, 290, 235, 360, 317, 732, 369, 200, 2",,,645,2,2,Iraq,2,Government of Iraq,"Government of Albania, Government of Armenia, Government of Australia, Government of Azerbaijan, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Italy, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Macedonia, FYR, Government of Moldova, Government of Mongolia, Government of Netherlands, Government of Norway, Government of Poland, Government of Portugal, Government of Rumania, Government of Slovakia, Government of South Korea, Government of Ukraine, Government of United Kingdom, Government of United States of America",116,"Ansar al-Islam, IS, RJF",,"233, 234, 235",1958-07-14,2004-01-18,1,1,,4,19.1,2005
259,1,0,,,645,"900, 692, 211, 20, 390, 220, 663, 210, 670, 696, 200, 2",,,645,2,2,Iraq,2,Government of Iraq,"Government of Australia, Government of Bahrain, Government of Belgium, Government of Canada, Government of Denmark, Government of France, Government of Jordan, Government of Netherlands, Government of Saudi Arabia, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",116,IS,,234,1958-07-14,2004-01-18,1,1,,4,19.1,2015
259,1,0,,,645,"900, 692, 211, 20, 390, 220, 663, 210, 670, 696, 200, 2",,,645,2,2,Iraq,2,Government of Iraq,"Government of Australia, Government of Bahrain, Government of Belgium, Government of Canada, Government of Denmark, Government of France, Government of Jordan, Government of Netherlands, Government of Saudi Arabia, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",116,IS,,234,1958-07-14,2004-01-18,1,1,,4,19.1,2016
259,1,0,,,645,"900, 211, 220, 663, 670, 200, 2",,,645,2,2,Iraq,2,Government of Iraq,"Government of Australia, Government of Belgium, Government of France, Government of Jordan, Government of Saudi Arabia, Government of United Kingdom, Government of United States of America",116,IS,,234,1958-07-14,2004-01-18,1,1,,4,19.1,2017
260,1,0,,,660,"220, 2",,,660,2,2,Lebanon,2,Government of Lebanon,"Government of France, Government of United States of America",119,"Amal, NSF",,"239, 237",1958-05-15,1982-09-01,2,2,,4,19.1,1984
260,1,0,,,660,,,,660,2,1,Lebanon,2,Government of Lebanon,,119,NUF,,240,1958-05-15,1982-09-01,2,2,,3,19.1,1985
260,1,1,1986-12-31,,660,,,,660,2,1,Lebanon,2,Government of Lebanon,,119,"Lebanese Forces - Hobeika faction, NUF",,"241, 240",1958-05-15,1982-09-01,2,2,,3,19.1,1986
259,1,0,,,645,"339, 371, 900, 373, 346, 355, 316, 390, 92, 366, 372, 705, 367, 368, 343, 359, 712, 290, 360, 317, 732, 200, 2",,,645,2,2,Iraq,2,Government of Iraq,"Government of Albania, Government of Armenia, Government of Australia, Government of Azerbaijan, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Macedonia, FYR, Government of Moldova, Government of Mongolia, Government of Poland, Government of Rumania, Government of Slovakia, Government of South Korea, Government of United Kingdom, Government of United States of America",116,"Ansar al-Islam, IS, RJF",,"233, 234, 235",1958-07-14,2004-01-18,1,1,,4,19.1,2006
259,1,0,,,645,"339, 371, 900, 373, 346, 355, 316, 390, 92, 366, 372, 705, 367, 368, 343, 359, 712, 290, 360, 317, 732, 972, 200, 2",,,645,2,2,Iraq,2,Government of Iraq,"Government of Albania, Government of Armenia, Government of Australia, Government of Azerbaijan, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Macedonia, FYR, Government of Moldova, Government of Mongolia, Government of Poland, Government of Rumania, Government of Slovakia, Government of South Korea, Government of Tonga, Government of United Kingdom, Government of United States of America",116,"al-Mahdi Army, Ansar al-Islam, IS, RJF",,"5659, 233, 234, 235",1958-07-14,2004-01-18,1,1,,4,19.1,2007
259,1,0,,,645,"339, 371, 900, 373, 346, 355, 316, 92, 366, 372, 705, 367, 368, 343, 359, 712, 290, 360, 732, 972, 369, 200, 2",,,645,2,2,Iraq,2,Government of Iraq,"Government of Albania, Government of Armenia, Government of Australia, Government of Azerbaijan, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Czech Republic, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Macedonia, FYR, Government of Moldova, Government of Mongolia, Government of Poland, Government of Rumania, Government of South Korea, Government of Tonga, Government of Ukraine, Government of United Kingdom, Government of United States of America",116,"al-Mahdi Army, IS",,"5659, 234",1958-07-14,2004-01-18,1,1,,4,19.1,2008
259,1,0,,,645,"900, 211, 220, 663, 210, 670, 200, 2",,,645,2,1,Iraq,2,Government of Iraq,"Government of Australia, Government of Belgium, Government of France, Government of Jordan, Government of Netherlands, Government of Saudi Arabia, Government of United Kingdom, Government of United States of America",116,IS,,234,1958-07-14,2004-01-18,1,1,,4,19.1,2018
260,1,0,,,660,"220, 2",,652,660,2,1,Lebanon,2,Government of Lebanon,"Government of France, Government of United States of America",119,"Amal, NSF",Government of Syria,"239, 237",1958-05-15,1982-09-01,2,2,,4,19.1,1983
260,1,0,,,660,652,,,660,2,1,Lebanon,2,Government of Lebanon,Government of Syria,119,"Forces of Michel Aoun, Lebanese Forces",,"242, 243",1958-05-15,1989-03-14,2,1,,4,19.1,1989
260,1,1,1990-10-13,,660,652,,,660,2,1,Lebanon,2,Government of Lebanon,Government of Syria,119,Forces of Michel Aoun,,242,1958-05-15,1989-03-14,2,1,,4,19.1,1990
264,1,1,1970-12-31,,775,,,,775,1,2,Myanmar (Burma),3,Government of Myanmar (Burma),,144,"SSA, SSNLO, SURA",,"250, 251, 252",1959-11-22,1959-11-22,1,1,Shan,3,19.1,1970
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SSA,,250,1959-11-22,1972-12-31,1,5,Shan,3,19.1,1972
261,0,0,,,820,"900, 920, 200",,,820,2,1,Malaysia,3,Government of Malaysia,"Government of Australia, Government of New Zealand, Government of United Kingdom",152,CPM,,196,1957-12-31,1958-12-31,5,5,,4,19.1,1958
261,0,0,,,820,"900, 920, 200",,,820,2,1,Malaysia,3,Government of Malaysia,"Government of Australia, Government of New Zealand, Government of United Kingdom",152,CPM,,196,1957-12-31,1958-12-31,5,5,,4,19.1,1959
261,0,1,1960-07-31,,820,"900, 920, 200",,,820,2,1,Malaysia,3,Government of Malaysia,"Government of Australia, Government of New Zealand, Government of United Kingdom",152,CPM,,196,1957-12-31,1958-12-31,5,5,,4,19.1,1960
261,0,0,,,820,,,,820,2,1,Malaysia,3,Government of Malaysia,,152,CPM,,196,1957-12-31,1974-01-15,5,2,,3,19.1,1974
261,0,1,1975-12-31,,820,,,,820,2,1,Malaysia,3,Government of Malaysia,,152,CPM,,196,1957-12-31,1974-01-15,5,2,,3,19.1,1975
261,0,1,1981-12-31,,820,,,,820,2,1,Malaysia,3,Government of Malaysia,,152,CPM,,196,1957-12-31,1981-12-31,5,5,,3,19.1,1981
262,1,0,,,812,,,,812,2,2,Laos,3,Government of Laos,,149,Pathet Lao,,244,1959-11-12,1959-11-12,1,1,,3,19.1,1959
262,1,0,,,812,800,,,812,2,2,Laos,3,Government of Laos,Government of Thailand,149,"Neutralists, Pathet Lao",,"245, 244",1959-11-12,1959-11-12,1,1,,4,19.1,1960
262,1,1,1961-04-26,,812,800,,,812,2,2,Laos,3,Government of Laos,Government of Thailand,149,Pathet Lao,,244,1959-11-12,1959-11-12,1,1,,4,19.1,1961
262,1,0,,,812,"817, 2",,816,812,2,2,Laos,3,Government of Laos,"Government of South Vietnam, Government of United States of America",149,Pathet Lao,Government of Vietnam (North Vietnam),244,1959-11-12,1963-12-31,1,5,,4,19.1,1963
262,1,0,,,812,"817, 2",,816,812,2,2,Laos,3,Government of Laos,"Government of South Vietnam, Government of United States of America",149,Pathet Lao,Government of Vietnam (North Vietnam),244,1959-11-12,1963-12-31,1,5,,4,19.1,1964
262,1,0,,,812,"817, 2",,816,812,2,2,Laos,3,Government of Laos,"Government of South Vietnam, Government of United States of America",149,Pathet Lao,Government of Vietnam (North Vietnam),244,1959-11-12,1963-12-31,1,5,,4,19.1,1965
262,1,0,,,812,"817, 2",,816,812,2,2,Laos,3,Government of Laos,"Government of South Vietnam, Government of United States of America",149,Pathet Lao,Government of Vietnam (North Vietnam),244,1959-11-12,1963-12-31,1,5,,4,19.1,1966
262,1,0,,,812,"817, 2",,816,812,2,2,Laos,3,Government of Laos,"Government of South Vietnam, Government of United States of America",149,Pathet Lao,Government of Vietnam (North Vietnam),244,1959-11-12,1963-12-31,1,5,,4,19.1,1967
262,1,0,,,812,"817, 2",,816,812,2,2,Laos,3,Government of Laos,"Government of South Vietnam, Government of United States of America",149,Pathet Lao,Government of Vietnam (North Vietnam),244,1959-11-12,1963-12-31,1,5,,4,19.1,1968
262,1,0,,,812,"817, 800, 2",,816,812,2,2,Laos,3,Government of Laos,"Government of South Vietnam, Government of Thailand, Government of United States of America",149,Pathet Lao,Government of Vietnam (North Vietnam),244,1959-11-12,1963-12-31,1,5,,4,19.1,1969
262,1,0,,,812,"817, 2",,816,812,2,2,Laos,3,Government of Laos,"Government of South Vietnam, Government of United States of America",149,Pathet Lao,Government of Vietnam (North Vietnam),244,1959-11-12,1963-12-31,1,5,,4,19.1,1970
262,1,0,,,812,,,,812,2,1,Laos,3,Government of Laos,,149,LRM,,246,1959-11-12,1989-08-25,1,1,,3,19.1,1989
262,1,1,1990-04-10,,812,,,,812,2,1,Laos,3,Government of Laos,,149,LRM,,246,1959-11-12,1989-08-25,1,1,,3,19.1,1990
263,1,0,,,235,,,,540,1,2,Angola,4,Government of Portugal,,36,"FNLA, MPLA",,"566, 405",1961-02-04,1961-02-04,1,1,Angola,1,19.1,1961
263,1,0,,,235,,,,540,1,2,Angola,4,Government of Portugal,,36,FNLA,,566,1961-02-04,1961-02-04,1,1,Angola,1,19.1,1962
262,1,0,,,812,"817, 2",,816,812,2,2,Laos,3,Government of Laos,"Government of South Vietnam, Government of United States of America",149,Pathet Lao,Government of Vietnam (North Vietnam),244,1959-11-12,1963-12-31,1,5,,4,19.1,1971
262,1,0,,,812,"817, 2",,816,812,2,2,Laos,3,Government of Laos,"Government of South Vietnam, Government of United States of America",149,Pathet Lao,Government of Vietnam (North Vietnam),244,1959-11-12,1963-12-31,1,5,,4,19.1,1972
262,1,1,1973-09-14,,812,"817, 2",,816,812,2,2,Laos,3,Government of Laos,"Government of South Vietnam, Government of United States of America",149,Pathet Lao,Government of Vietnam (North Vietnam),244,1959-11-12,1963-12-31,1,5,,4,19.1,1973
263,1,0,,,235,,,,540,1,1,Angola,4,Government of Portugal,,36,"FNLA, MPLA",,"566, 405",1961-02-04,1961-02-04,1,1,Angola,1,19.1,1963
263,1,0,,,235,,,,540,1,1,Angola,4,Government of Portugal,,36,"FNLA, MPLA",,"566, 405",1961-02-04,1961-02-04,1,1,Angola,1,19.1,1964
263,1,0,,,235,,,,540,1,1,Angola,4,Government of Portugal,,36,"FNLA, MPLA",,"566, 405",1961-02-04,1961-02-04,1,1,Angola,1,19.1,1965
263,1,0,,,235,,,,540,1,1,Angola,4,Government of Portugal,,36,"FNLA, MPLA, UNITA",,"566, 405, 567",1961-02-04,1961-02-04,1,1,Angola,1,19.1,1966
263,1,0,,,235,,,,540,1,1,Angola,4,Government of Portugal,,36,"MPLA, UNITA",,"405, 567",1961-02-04,1961-02-04,1,1,Angola,1,19.1,1967
263,1,0,,,235,,,,540,1,1,Angola,4,Government of Portugal,,36,"FNLA, MPLA",,"566, 405",1961-02-04,1961-02-04,1,1,Angola,1,19.1,1968
263,1,0,,,235,,,,540,1,1,Angola,4,Government of Portugal,,36,"FNLA, MPLA",,"566, 405",1961-02-04,1961-02-04,1,1,Angola,1,19.1,1969
263,1,0,,,235,,,,540,1,1,Angola,4,Government of Portugal,,36,"FNLA, MPLA",,"566, 405",1961-02-04,1961-02-04,1,1,Angola,1,19.1,1970
263,1,0,,,235,,,,540,1,1,Angola,4,Government of Portugal,,36,"FNLA, MPLA",,"566, 405",1961-02-04,1961-02-04,1,1,Angola,1,19.1,1971
263,1,0,,,235,,,,540,1,1,Angola,4,Government of Portugal,,36,"FNLA, MPLA",,"566, 405",1961-02-04,1961-02-04,1,1,Angola,1,19.1,1972
263,1,0,,,235,,,,540,1,1,Angola,4,Government of Portugal,,36,"FNLA, MPLA",,"566, 405",1961-02-04,1961-02-04,1,1,Angola,1,19.1,1973
263,1,1,1974-10-21,,235,,,,540,1,1,Angola,4,Government of Portugal,,36,"FNLA, MPLA",,"566, 405",1961-02-04,1961-02-04,1,1,Angola,1,19.1,1974
264,0,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,NSH,,247,1959-11-22,1959-11-22,1,1,Shan,3,19.1,1959
264,0,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SSIA,,248,1959-11-22,1959-11-22,1,1,Shan,3,19.1,1960
264,0,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SSIA,,248,1959-11-22,1959-11-22,1,1,Shan,3,19.1,1961
264,0,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SNUF,,249,1959-11-22,1959-11-22,1,1,Shan,3,19.1,1962
264,0,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SNUF,,249,1959-11-22,1959-11-22,1,1,Shan,3,19.1,1963
264,1,0,,,775,,,,775,1,2,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SSA,,250,1959-11-22,1959-11-22,1,1,Shan,3,19.1,1964
264,1,0,,,775,,,,775,1,2,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SSA,,250,1959-11-22,1959-11-22,1,1,Shan,3,19.1,1965
264,1,0,,,775,,,,775,1,2,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SSA,,250,1959-11-22,1959-11-22,1,1,Shan,3,19.1,1966
264,1,0,,,775,,,,775,1,2,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SSA,,250,1959-11-22,1959-11-22,1,1,Shan,3,19.1,1967
264,1,0,,,775,,,,775,1,2,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SSA,,250,1959-11-22,1959-11-22,1,1,Shan,3,19.1,1968
264,1,0,,,775,,,,775,1,2,Myanmar (Burma),3,Government of Myanmar (Burma),,144,"SSA, SSNLO, SURA",,"250, 251, 252",1959-11-22,1959-11-22,1,1,Shan,3,19.1,1969
264,1,1,1973-12-31,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SSA,,250,1959-11-22,1972-12-31,1,5,Shan,3,19.1,1973
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,"SSRA, SURA",,"253, 252",1959-11-22,1976-08-31,1,4,Shan,3,19.1,1976
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SURA,,252,1959-11-22,1976-08-31,1,4,Shan,3,19.1,1977
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SURA,,252,1959-11-22,1976-08-31,1,4,Shan,3,19.1,1978
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SURA,,252,1959-11-22,1976-08-31,1,4,Shan,3,19.1,1979
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SURA,,252,1959-11-22,1976-08-31,1,4,Shan,3,19.1,1980
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SURA,,252,1959-11-22,1976-08-31,1,4,Shan,3,19.1,1981
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SURA,,252,1959-11-22,1976-08-31,1,4,Shan,3,19.1,1982
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SURA,,252,1959-11-22,1976-08-31,1,4,Shan,3,19.1,1983
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,TRC,,254,1959-11-22,1976-08-31,1,4,Shan,3,19.1,1984
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,MTA,,255,1959-11-22,1976-08-31,1,4,Shan,3,19.1,1985
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,MTA,,255,1959-11-22,1976-08-31,1,4,Shan,3,19.1,1986
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,MTA,,255,1959-11-22,1976-08-31,1,4,Shan,3,19.1,1987
264,1,1,1988-12-31,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,MTA,,255,1959-11-22,1976-08-31,1,4,Shan,3,19.1,1988
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,MTA,,255,1959-11-22,1993-07-16,1,3,Shan,3,19.1,1993
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,MTA,,255,1959-11-22,1993-07-16,1,3,Shan,3,19.1,1994
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,MTA,,255,1959-11-22,1993-07-16,1,3,Shan,3,19.1,1995
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,RCSS,,256,1959-11-22,1993-07-16,1,3,Shan,3,19.1,1996
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,RCSS,,256,1959-11-22,1993-07-16,1,3,Shan,3,19.1,1997
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,RCSS,,256,1959-11-22,1993-07-16,1,3,Shan,3,19.1,1998
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,RCSS,,256,1959-11-22,1993-07-16,1,3,Shan,3,19.1,1999
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,RCSS,,256,1959-11-22,1993-07-16,1,3,Shan,3,19.1,2000
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,RCSS,,256,1959-11-22,1993-07-16,1,3,Shan,3,19.1,2001
264,1,1,2002-09-24,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,RCSS,,256,1959-11-22,1993-07-16,1,3,Shan,3,19.1,2002
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,RCSS,,256,1959-11-22,2005-12-27,1,1,Shan,3,19.1,2005
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,RCSS,,256,1959-11-22,2005-12-27,1,1,Shan,3,19.1,2006
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,RCSS,,256,1959-11-22,2005-12-27,1,1,Shan,3,19.1,2007
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,RCSS,,256,1959-11-22,2005-12-27,1,1,Shan,3,19.1,2008
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,RCSS,,256,1959-11-22,2005-12-27,1,1,Shan,3,19.1,2009
264,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,RCSS,,256,1959-11-22,2005-12-27,1,1,Shan,3,19.1,2010
264,1,1,2011-09-11,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,"RCSS, SSPP",,"256, 1122",1959-11-22,2005-12-27,1,1,Shan,3,19.1,2011
264,1,1,2013-10-10,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,"RCSS, SSPP",,"256, 1122",1959-11-22,2013-02-22,1,1,Shan,3,19.1,2013
264,1,1,2015-11-30,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,SSPP,,1122,1959-11-22,2015-10-18,1,1,Shan,3,19.1,2015
265,0,0,,,490,,,,490,1,1,DR Congo (Zaire),4,Government of DR Congo (Zaire),,89,State of Katanga,,406,1961-10-27,1961-11-12,1,3,Katanga,3,19.1,1961
265,0,1,1962-12-28,,490,,,,490,1,1,DR Congo (Zaire),4,Government of DR Congo (Zaire),,89,State of Katanga,,406,1961-10-27,1961-11-12,1,3,Katanga,3,19.1,1962
265,0,0,,,490,,,,490,1,1,DR Congo (Zaire),4,Government of DR Congo (Zaire),,89,Kata Katanga,,3967,1961-10-27,2013-03-18,1,1,Katanga,3,19.1,2013
265,0,1,2014-11-05,,490,,,,490,1,1,DR Congo (Zaire),4,Government of DR Congo (Zaire),,89,Kata Katanga,,3967,1961-10-27,2013-03-18,1,1,Katanga,3,19.1,2014
266,0,0,,,490,,,,490,1,1,DR Congo (Zaire),4,Government of DR Congo (Zaire),,89,Independent Mining State of South Kasai,,407,1960-08-31,1960-08-31,2,2,South Kasai,3,19.1,1960
266,0,0,,,490,,,,490,1,1,DR Congo (Zaire),4,Government of DR Congo (Zaire),,89,Independent Mining State of South Kasai,,407,1960-08-31,1960-08-31,2,2,South Kasai,3,19.1,1961
266,0,1,1962-12-31,,490,,,,490,1,1,DR Congo (Zaire),4,Government of DR Congo (Zaire),,89,Independent Mining State of South Kasai,,407,1960-08-31,1960-08-31,2,2,South Kasai,3,19.1,1962
267,0,1,1960-12-17,,530,,,,530,2,1,Ethiopia,4,Government of Ethiopia,,97,Military faction (forces of Mengistu Neway),,408,1960-12-17,1960-12-17,2,2,,3,19.1,1960
267,1,0,,,530,,,,530,2,2,Ethiopia,4,Government of Ethiopia,,97,"EPRP, TPLF",,"409, 410",1960-12-17,1976-06-02,2,2,,3,19.1,1976
267,1,0,,,530,,,,530,2,1,Ethiopia,4,Government of Ethiopia,,97,"EDU, EPRP",,"411, 409",1960-12-17,1976-06-02,2,2,,3,19.1,1977
267,1,0,,,530,,,,530,2,1,Ethiopia,4,Government of Ethiopia,,97,"EDU, TPLF",,"411, 410",1960-12-17,1976-06-02,2,2,,3,19.1,1978
267,1,0,,,530,,,,530,2,1,Ethiopia,4,Government of Ethiopia,,97,TPLF,,410,1960-12-17,1976-06-02,2,2,,3,19.1,1979
267,1,0,,,530,,,,530,2,2,Ethiopia,4,Government of Ethiopia,,97,TPLF,,410,1960-12-17,1976-06-02,2,2,,3,19.1,1980
267,1,0,,,530,,,,530,2,2,Ethiopia,4,Government of Ethiopia,,97,TPLF,,410,1960-12-17,1976-06-02,2,2,,3,19.1,1981
267,1,0,,,530,,,,530,2,2,Ethiopia,4,Government of Ethiopia,,97,TPLF,,410,1960-12-17,1976-06-02,2,2,,3,19.1,1982
267,1,0,,,530,,,,530,2,2,Ethiopia,4,Government of Ethiopia,,97,"EPDM, TPLF",,"412, 410",1960-12-17,1976-06-02,2,2,,3,19.1,1983
267,1,0,,,530,,,,530,2,2,Ethiopia,4,Government of Ethiopia,,97,"EPDM, EPRP, TPLF",,"412, 409, 410",1960-12-17,1976-06-02,2,2,,3,19.1,1984
