country,year,gw_id,ucdp_conflictCount,ucdp_intensity_War,ucdp_intensity_Minor,ucdp_incompatibility_isTerritory,ucdp_incompatibility_isGovernment,ucdp_type_Extrasystemic,ucdp_type_Internal,ucdp_type_InternationalizedInternal,ucdp_type_Interstate,ucdp_role_primary,ucdp_role_secondary
Canada,2007,20,1,1,0,0,1,0,1,0,0,0,1
Canada,2008,20,1,1,0,0,1,0,1,0,0,0,1
Canada,2009,20,2,1,1,0,2,0,2,0,0,0,2
Canada,2010,20,2,1,1,0,2,0,2,0,0,0,2
Canada,2011,20,1,1,0,0,1,0,1,0,0,0,1
Canada,2012,20,1,1,0,0,1,0,1,0,0,0,1
Canada,2013,20,1,1,0,0,1,0,1,0,0,0,1
Canada,2014,20,2,2,0,0,2,0,2,0,0,0,2
Canada,2015,20,1,1,0,0,1,0,1,0,0,0,1
Canada,2016,20,1,1,0,0,1,0,1,0,0,0,1
Canada,2017,20,0,0,0,0,0,0,0,0,0,0,0
Canada,2018,20,2,0,2,1,1,0,2,0,0,0,2
Cape Verde,1975,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1976,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1977,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1978,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1979,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1980,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1981,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1982,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1983,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1984,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1985,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1986,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1987,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1988,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1989,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1990,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1991,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1992,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1993,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1994,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1995,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1996,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1997,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1998,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,1999,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2000,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2001,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2002,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2003,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2004,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2005,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2006,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2007,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2008,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2009,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2010,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2011,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2012,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2013,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2014,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2015,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2016,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2017,402,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,2018,402,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1960,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1961,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1962,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1963,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1964,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1965,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1966,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1967,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1968,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1969,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1970,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1971,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1972,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1973,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1974,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1975,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1976,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1977,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1978,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1979,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1980,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1981,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1982,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1983,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1984,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1985,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1986,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1987,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1988,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1989,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1990,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1991,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1992,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1993,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1994,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1995,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1996,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1997,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1998,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1999,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,2000,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,2001,482,1,0,1,0,1,0,1,0,0,1,0
Central African Republic,2002,482,1,0,1,0,1,0,1,0,0,1,0
Central African Republic,2003,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,2004,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,2005,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,2006,482,1,0,1,0,1,0,1,0,0,1,0
Central African Republic,2007,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,2008,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,2009,482,2,0,2,0,2,0,2,0,0,1,1
Central African Republic,2010,482,2,0,2,0,2,0,2,0,0,1,1
Central African Republic,2011,482,2,0,2,0,2,0,2,0,0,1,1
Central African Republic,2012,482,1,0,1,0,1,0,1,0,0,1,0
Central African Republic,2013,482,2,0,2,0,2,0,2,0,0,1,1
Central African Republic,2014,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,2015,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,2016,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,2017,482,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,2018,482,1,0,1,0,1,0,1,0,0,1,0
Chad,1960,483,0,0,0,0,0,0,0,0,0,0,0
Chad,1961,483,0,0,0,0,0,0,0,0,0,0,0
Chad,1962,483,0,0,0,0,0,0,0,0,0,0,0
Chad,1963,483,0,0,0,0,0,0,0,0,0,0,0
Chad,1964,483,0,0,0,0,0,0,0,0,0,0,0
Chad,1965,483,0,0,0,0,0,0,0,0,0,0,0
Chad,1966,483,1,0,1,0,1,0,1,0,0,1,0
Chad,1967,483,1,0,1,0,1,0,1,0,0,1,0
Chad,1968,483,1,0,1,0,1,0,1,0,0,1,0
Chad,1969,483,1,0,1,0,1,0,1,0,0,1,0
Chad,1970,483,1,0,1,0,1,0,1,0,0,1,0
Chad,1971,483,1,0,1,0,1,0,1,0,0,1,0
Chad,1972,483,1,0,1,0,1,0,1,0,0,1,0
Chad,1973,483,0,0,0,0,0,0,0,0,0,0,0
Chad,1974,483,0,0,0,0,0,0,0,0,0,0,0
Chad,1975,483,0,0,0,0,0,0,0,0,0,0,0
Chad,1976,483,1,0,1,0,1,0,1,0,0,1,0
Chad,1977,483,1,0,1,0,1,0,1,0,0,1,0
Chad,1978,483,1,1,0,0,1,0,1,0,0,1,0
Chad,1979,483,1,1,0,0,1,0,1,0,0,1,0
Chad,1980,483,1,1,0,0,1,0,1,0,0,1,0
Chad,1981,483,1,0,1,0,1,0,1,0,0,1,0
Chad,1982,483,1,0,1,0,1,0,1,0,0,1,0
Chad,1983,483,2,0,2,1,1,0,1,0,1,2,0
Chad,1984,483,1,0,1,0,1,0,1,0,0,1,0
Chad,1985,483,0,0,0,0,0,0,0,0,0,0,0
Chad,1986,483,1,0,1,0,1,0,1,0,0,1,0
Chad,1987,483,2,2,0,1,1,0,1,0,1,2,0
Chad,1988,483,0,0,0,0,0,0,0,0,0,0,0
Chad,1989,483,1,0,1,0,1,0,1,0,0,1,0
Chad,1990,483,1,1,0,0,1,0,1,0,0,1,0
Chad,1991,483,1,0,1,0,1,0,1,0,0,1,0
Chad,1992,483,1,0,1,0,1,0,1,0,0,1,0
Chad,1993,483,1,0,1,0,1,0,1,0,0,1,0
Chad,1994,483,1,0,1,0,1,0,1,0,0,1,0
Chad,1995,483,0,0,0,0,0,0,0,0,0,0,0
Chad,1996,483,0,0,0,0,0,0,0,0,0,0,0
Chad,1997,483,2,2,1,0,3,0,3,0,0,1,2
Chad,1998,483,3,2,1,0,3,0,3,0,0,1,2
Chad,1999,483,3,1,2,0,3,0,3,0,0,1,2
Chad,2000,483,1,1,0,0,1,0,1,0,0,1,0
Chad,2001,483,1,0,1,0,1,0,1,0,0,1,0
Chad,2002,483,1,0,1,0,1,0,1,0,0,1,0
Chad,2003,483,2,1,1,0,2,0,2,0,0,1,1
Chad,2004,483,1,0,1,0,1,0,1,0,0,0,1
Chad,2005,483,1,0,1,0,1,0,1,0,0,1,0
Chad,2006,483,1,1,0,0,1,0,1,0,0,1,0
Chad,2007,483,1,0,1,0,1,0,1,0,0,1,0
Chad,2008,483,1,0,1,0,1,0,1,0,0,1,0
Chad,2009,483,1,0,1,0,1,0,1,0,0,1,0
Chad,2010,483,1,0,1,0,1,0,1,0,0,1,0
Chad,2011,483,0,0,0,0,0,0,0,0,0,0,0
Chad,2012,483,1,0,1,0,1,0,1,0,0,0,1
Chad,2013,483,2,1,1,0,2,0,2,0,0,0,2
Chad,2014,483,2,1,1,0,2,0,2,0,0,0,2
Chad,2015,483,8,2,6,5,3,0,8,0,0,1,7
Chad,2016,483,3,1,2,2,1,0,3,0,0,0,3
Chad,2017,483,5,0,5,4,1,0,5,0,0,1,4
Chad,2018,483,5,0,5,3,2,0,5,0,0,2,3
Chile,1946,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1947,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1948,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1949,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1950,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1951,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1952,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1953,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1954,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1955,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1956,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1957,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1958,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1959,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1960,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1961,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1962,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1963,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1964,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1965,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1966,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1967,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1968,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1969,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1970,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1971,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1972,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1973,155,1,0,1,0,1,0,1,0,0,1,0
Chile,1974,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1975,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1976,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1977,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1978,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1979,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1980,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1981,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1982,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1983,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1984,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1985,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1986,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1987,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1988,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1989,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1990,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1991,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1992,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1993,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1994,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1995,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1996,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1997,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1998,155,0,0,0,0,0,0,0,0,0,0,0
Chile,1999,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2000,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2001,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2002,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2003,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2004,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2005,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2006,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2007,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2008,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2009,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2010,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2011,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2012,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2013,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2014,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2015,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2016,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2017,155,0,0,0,0,0,0,0,0,0,0,0
Chile,2018,155,0,0,0,0,0,0,0,0,0,0,0
China,1946,710,1,1,0,0,1,0,1,0,0,1,0
China,1947,710,2,2,0,1,1,0,2,0,0,2,0
China,1948,710,1,1,0,0,1,0,1,0,0,1,0
China,1949,710,2,2,0,1,2,0,1,0,1,2,0
China,1950,710,3,1,2,3,1,0,1,0,2,2,1
China,1951,710,1,1,0,1,0,0,0,0,1,0,1
China,1952,710,1,1,0,1,0,0,0,0,1,0,1
China,1953,710,1,1,0,1,0,0,0,0,1,0,1
China,1954,710,1,1,0,1,1,0,0,0,1,1,0
China,1955,710,0,0,0,0,0,0,0,0,0,0,0
China,1956,710,1,1,0,1,0,0,1,0,0,1,0
China,1957,710,0,0,0,0,0,0,0,0,0,0,0
China,1958,710,1,1,0,1,1,0,0,0,1,1,0
China,1959,710,1,1,0,1,0,0,1,0,0,1,0
China,1960,710,0,0,0,0,0,0,0,0,0,0,0
China,1961,710,0,0,0,0,0,0,0,0,0,0,0
China,1962,710,1,1,0,1,0,0,0,0,1,1,0
China,1963,710,0,0,0,0,0,0,0,0,0,0,0
China,1964,710,0,0,0,0,0,0,0,0,0,0,0
China,1965,710,0,0,0,0,0,0,0,0,0,0,0
China,1966,710,0,0,0,0,0,0,0,0,0,0,0
China,1967,710,1,0,1,1,0,0,0,0,1,1,0
China,1968,710,0,0,0,0,0,0,0,0,0,0,0
China,1969,710,2,0,2,2,0,0,0,0,2,2,0
China,1970,710,0,0,0,0,0,0,0,0,0,0,0
China,1971,710,0,0,0,0,0,0,0,0,0,0,0
China,1972,710,0,0,0,0,0,0,0,0,0,0,0
China,1973,710,0,0,0,0,0,0,0,0,0,0,0
China,1974,710,1,0,1,1,0,0,0,0,1,1,0
China,1975,710,0,0,0,0,0,0,0,0,0,0,0
China,1976,710,0,0,0,0,0,0,0,0,0,0,0
China,1977,710,0,0,0,0,0,0,0,0,0,0,0
China,1978,710,1,0,1,1,0,0,0,0,1,1,0
China,1979,710,1,1,0,1,0,0,0,0,1,1,0
China,1980,710,1,0,1,1,0,0,0,0,1,1,0
China,1981,710,1,0,1,1,0,0,0,0,1,1,0
China,1982,710,0,0,0,0,0,0,0,0,0,0,0
China,1983,710,1,0,1,1,0,0,0,0,1,1,0
China,1984,710,1,0,1,1,0,0,0,0,1,1,0
China,1985,710,0,0,0,0,0,0,0,0,0,0,0
China,1986,710,1,0,1,1,0,0,0,0,1,1,0
China,1987,710,1,0,1,1,0,0,0,0,1,1,0
China,1988,710,1,0,1,1,0,0,0,0,1,1,0
China,1989,710,0,0,0,0,0,0,0,0,0,0,0
China,1990,710,0,0,0,0,0,0,0,0,0,0,0
China,1991,710,0,0,0,0,0,0,0,0,0,0,0
China,1992,710,0,0,0,0,0,0,0,0,0,0,0
China,1993,710,0,0,0,0,0,0,0,0,0,0,0
China,1994,710,0,0,0,0,0,0,0,0,0,0,0
China,1995,710,0,0,0,0,0,0,0,0,0,0,0
China,1996,710,0,0,0,0,0,0,0,0,0,0,0
China,1997,710,0,0,0,0,0,0,0,0,0,0,0
China,1998,710,0,0,0,0,0,0,0,0,0,0,0
China,1999,710,0,0,0,0,0,0,0,0,0,0,0
China,2000,710,0,0,0,0,0,0,0,0,0,0,0
China,2001,710,0,0,0,0,0,0,0,0,0,0,0
China,2002,710,0,0,0,0,0,0,0,0,0,0,0
China,2003,710,0,0,0,0,0,0,0,0,0,0,0
China,2004,710,0,0,0,0,0,0,0,0,0,0,0
China,2005,710,0,0,0,0,0,0,0,0,0,0,0
China,2006,710,0,0,0,0,0,0,0,0,0,0,0
China,2007,710,0,0,0,0,0,0,0,0,0,0,0
China,2008,710,1,0,1,1,0,0,1,0,0,1,0
China,2009,710,0,0,0,0,0,0,0,0,0,0,0
China,2010,710,0,0,0,0,0,0,0,0,0,0,0
China,2011,710,0,0,0,0,0,0,0,0,0,0,0
China,2012,710,0,0,0,0,0,0,0,0,0,0,0
China,2013,710,1,0,1,0,1,0,1,0,0,0,1
China,2014,710,1,0,1,0,1,0,1,0,0,0,1
China,2015,710,2,0,2,1,1,0,2,0,0,0,2
China,2016,710,1,0,1,0,1,0,1,0,0,0,1
China,2017,710,2,0,2,1,1,0,2,0,0,0,2
China,2018,710,2,0,2,1,1,0,2,0,0,0,2
Colombia,1946,100,0,0,0,0,0,0,0,0,0,0,0
Colombia,1947,100,0,0,0,0,0,0,0,0,0,0,0
Colombia,1948,100,0,0,0,0,0,0,0,0,0,0,0
Colombia,1949,100,0,0,0,0,0,0,0,0,0,0,0
Colombia,1950,100,0,0,0,0,0,0,0,0,0,0,0
Colombia,1951,100,1,1,0,1,0,0,0,0,1,0,1
Colombia,1952,100,1,1,0,1,0,0,0,0,1,0,1
Colombia,1953,100,1,1,0,1,0,0,0,0,1,0,1
Colombia,1954,100,0,0,0,0,0,0,0,0,0,0,0
Colombia,1955,100,0,0,0,0,0,0,0,0,0,0,0
Colombia,1956,100,0,0,0,0,0,0,0,0,0,0,0
Colombia,1957,100,0,0,0,0,0,0,0,0,0,0,0
Colombia,1958,100,0,0,0,0,0,0,0,0,0,0,0
Colombia,1959,100,0,0,0,0,0,0,0,0,0,0,0
Colombia,1960,100,0,0,0,0,0,0,0,0,0,0,0
Colombia,1961,100,0,0,0,0,0,0,0,0,0,0,0
Colombia,1962,100,0,0,0,0,0,0,0,0,0,0,0
Colombia,1963,100,0,0,0,0,0,0,0,0,0,0,0
Colombia,1964,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1965,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1966,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1967,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1968,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1969,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1970,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1971,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1972,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1973,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1974,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1975,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1976,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1977,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1978,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1979,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1980,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1981,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1982,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1983,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1984,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1985,100,1,1,0,0,1,0,1,0,0,1,0
Colombia,1986,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1987,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1988,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1989,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1990,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1991,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1992,100,1,1,0,0,1,0,1,0,0,1,0
Colombia,1993,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1994,100,1,1,0,0,1,0,1,0,0,1,0
Colombia,1995,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1996,100,1,1,0,0,1,0,1,0,0,1,0
Colombia,1997,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1998,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,1999,100,1,1,0,0,1,0,1,0,0,1,0
Colombia,2000,100,1,1,0,0,1,0,1,0,0,1,0
Colombia,2001,100,1,1,0,0,1,0,1,0,0,1,0
Colombia,2002,100,1,1,0,0,1,0,1,0,0,1,0
Colombia,2003,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,2004,100,1,1,0,0,1,0,1,0,0,1,0
Colombia,2005,100,1,1,0,0,1,0,1,0,0,1,0
Colombia,2006,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,2007,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,2008,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,2009,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,2010,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,2011,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,2012,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,2013,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,2014,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,2015,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,2016,100,1,0,1,0,1,0,1,0,0,1,0
Colombia,2017,100,0,0,0,0,0,0,0,0,0,0,0
Colombia,2018,100,1,0,1,0,1,0,1,0,0,1,0
Comoros,1975,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1976,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1977,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1978,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1979,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1980,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1981,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1982,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1983,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1984,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1985,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1986,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1987,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1988,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1989,581,1,0,1,0,1,0,1,0,0,1,0
Comoros,1990,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1991,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1992,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1993,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1994,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1995,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1996,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1997,581,1,0,1,1,0,0,1,0,0,1,0
Comoros,1998,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,1999,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2000,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2001,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2002,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2003,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2004,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2005,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2006,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2007,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2008,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2009,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2010,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2011,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2012,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2013,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2014,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2015,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2016,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2017,581,0,0,0,0,0,0,0,0,0,0,0
Comoros,2018,581,0,0,0,0,0,0,0,0,0,0,0
